Horodateur,Vous êtes actuellement :,Quelle était votre série au Baccalauréat ?,Quelles étaient vos matières préférées au lycée ?,Dans quelles matières vous étiez doués?,Dans quelles activités pensez-vous être naturellement à l'aise ?,"Parmi les activités suivantes, lesquelles vous attirent le plus ?",Quel type de problème aimez-vous le plus résoudre ?,Quel type d'activité pédagogique vous attire le plus ?,Aimez-vous plutôt la pratique ou les leçons (théorie) ?,Quel rythme de travail vous correspond le mieux ?,Dans quel environnement aimeriez-vous travailler ?,Quels sont vos domaines d'intérêt principaux ?,Préférez-vous travailler principalement,Qu'est-ce qui est le plus important pour vous dans le choix d'une formation ?,"si vous devenez etudiant à l'ISPM, quel filière choisiriez vous?","Si vous êtes diplômé(e) / professionnel(le), quel est votre métier actuel ?","Si vous êtes diplômés, avec le recul, quel est votre niveau de satisfaction concernant l'adéquation entre votre formation et votre métier ?"
2026-07-03 07:44:19,Professionnel(le),S,Économie; Mathématiques,Économie,Analyser des données; Organiser; Calculer,Gérer; Analyser des comptes; Analyser des données,Problèmes financiers,Travaux pratiques; Exercices,Pratique et théorie,Intensif et régulier,Bureau; Entreprise,Audit; Comptabilité,Seul,Les perspectives de carrière,GCA,Chef de projet,4.0
2026-07-02 10:05:58,Étudiant(e),A1,Français; Histoire,Anglais; Français,Communiquer; Présenter; Créer; Rédiger,Organiser des événements; Créer du contenu,Problèmes de communication,Présentations,Pratique,Dynamique,Entreprise,Événementiel; Marketing; Communication; Publicité,En équipe,La possibilité d'évoluer professionnellement,EMP,Business developer,5.0
2026-08-20 08:20:43,Professionnel(le),A1,Anglais; Histoire,Anglais; Français,Créer; Rédiger,Créer du contenu; Organiser des événements; Présenter,Problèmes de communication,Travaux de groupe; Présentations,Pratique et théorie,Dynamique,Agence; Média,Communication; Événementiel; Marketing,En équipe,La possibilité d'évoluer professionnellement,TEH,Responsable communication,4.0
2026-07-03 12:49:49,Étudiant(e),D,Mathématiques; Physique; SVT,SVT,Expérimenter; Résoudre des problèmes; Analyser,Analyser; Rechercher; Concevoir; Faire des expériences,Problèmes scientifiques,Recherche,Pratique et théorie,Régulier,Industrie,Sciences; Environnement; Technologie,Seul ou en équipe,Être utile à la société,EMII,Ingénieur,4.0
2026-08-19 16:28:34,Étudiant(e),A2,Français; Histoire; Philosophie,Français,Rédiger; Argumenter; Communiquer; Analyser des textes,Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Études de cas,Théorie,Calme et régulier,Tribunal,Société; Droits humains,Seul ou en équipe,Aimer le domaine étudié,AEE,Spécialiste en développement rural,3.0
2026-08-16 11:07:36,Étudiant(e),A1,Français; Économie,Français; Économie,Négocier; Communiquer,Faire du commerce; Négocier; Communiquer; Analyser un marché,Problèmes commerciaux,Projets; Simulations,Pratique,Dynamique,Entreprise,Commerce; Vente,En équipe,Les débouchés professionnels,CAA,Business developer,1.0
2026-08-11 12:08:21,Étudiant(e),S,Physique; Mathématiques,Physique,Manipuler des outils ou équipements; Analyser; Observer,Faire des expériences; Rechercher; Analyser des substances; Mesurer,Problèmes scientifiques et expérimentaux,Expériences,Pratique,Régulier,Industrie,Environnement; Chimie,En équipe,La pratique professionnelle,ICMP,Technicien de laboratoire,3.0
2026-07-13 16:25:34,Étudiant(e),S,Anglais; Informatique,Mathématiques; Informatique,Analyser des informations; Utiliser des outils informatiques; Travailler avec des données; Résoudre des problèmes logiques,Automatiser des tâches; Créer des applications; Programmer; Analyser des données,Problèmes logiques et techniques,Programmation,Pratique,Intensif et régulier,Startup; Télétravail,Intelligence artificielle; Data; Programmation,En équipe,Travailler dans un secteur innovant,IGGLIA,Développeur,3.0
2026-08-08 13:23:27,Étudiant(e),S,Informatique; Mathématiques; Physique,Mathématiques,Travailler avec des données; Utiliser des outils informatiques; Analyser des informations,Automatiser des tâches; Programmer; Créer des applications,Problèmes logiques et techniques,Programmation,Pratique et théorie,Intensif et régulier,Entreprise; Télétravail,Technologie; Data,Seul ou en petite équipe,Développer des compétences professionnelles,ISAIA,Data scientifique,2.0
2026-07-05 11:09:22,Étudiant(e),G,Mathématiques; Français; Gestion,Gestion,Analyser des données; Organiser; Calculer; Planifier,Gérer un projet; Analyser un marché; Planifier,Problèmes économiques et organisationnels,Études de cas; Projets,Pratique,Dynamique,Bureau; Entreprise,Management; Économie; Entrepreneuriat; Gestion,Seul ou en équipe,Les perspectives de carrière,EMP,Chargé marketing,1.0
2026-07-26 07:46:48,Professionnel(le),S,Économie; Français,Économie,Organiser; Analyser des données; Calculer,Gérer un projet; Analyser un marché; Organiser; Planifier,Problèmes économiques et organisationnels,Études de cas; Exercices pratiques,Pratique et théorie,Dynamique,Entreprise,Gestion; Économie; Management; Entrepreneuriat,En équipe,Les perspectives de carrière,IGGLIA,Chef de projet,5.0
2026-08-25 14:59:09,Professionnel(le),G,Mathématiques; Gestion; Économie,Économie,Organiser; Calculer,Analyser des données; Analyser des comptes; Faire des calculs,Problèmes financiers,Études de cas,Pratique et théorie,Intensif et régulier,Cabinet,Finance; Gestion; Audit; Banque,Seul ou en équipe,La stabilité professionnelle,FIC,Analyste financier,1.0
2026-08-25 07:29:32,Étudiant(e),C,Physique; Mathématiques; SVT,Physique,Observer; Manipuler des outils ou équipements; Analyser; Expérimenter,Faire des expériences; Mesurer; Analyser des substances; Rechercher,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique,Progressif,Centre de recherche,Laboratoire; Environnement; Chimie; Industrie,Seul ou en équipe,La pratique professionnelle,ICMP,Technicien,1.0
2026-07-17 10:41:47,Étudiant(e),G,Histoire; Anglais; Français,Français; Anglais,Rédiger; Présenter; Créer,Communiquer; Organiser des événements; Créer du contenu,Problèmes de communication,Présentations,Pratique et théorie,Dynamique,Studio; Agence,Communication; Marketing,En équipe,Développer son réseau professionnel,TEH,Chargé de communication,3.0
2026-07-18 12:58:06,Étudiant(e),S,Mathématiques; Informatique; Physique,Informatique,Résoudre des problèmes logiques; Analyser des informations; Utiliser des outils informatiques; Travailler avec des données,Programmer; Créer des applications; Automatiser des tâches; Analyser des données,Problèmes logiques et techniques,Projets pratiques,Pratique et théorie,Intensif et régulier,Télétravail; Startup,Intelligence artificielle; Technologie; Programmation; Data,Seul ou en petite équipe,Travailler dans un secteur innovant,IGGLIA,Analyste cyber-sécurité,2.0
2026-08-01 12:00:08,Étudiant(e),A1,Français; Mathématiques; Économie,Français; Économie,Organiser; Analyser; Communiquer,Négocier; Analyser un marché; Communiquer,Problèmes commerciaux,Études de cas; Projets,Pratique,Intensif,Entreprise,Marketing; Vente; Commerce,En équipe,Créer mon entreprise,CAA,Business developer,2.0
2026-08-11 12:21:41,Étudiant(e),S,Mathématiques; SVT; Chimie,SVT,Analyser; Manipuler des outils ou équipements; Observer; Expérimenter,Rechercher; Mesurer; Faire des expériences,Problèmes scientifiques et expérimentaux,Travaux pratiques; Laboratoire,Pratique,Régulier,Centre de recherche; Industrie,Recherche; Chimie; Environnement; Laboratoire,En équipe,Acquérir une formation solide,PIP,Chercheur en pharmacologie,4.0
2026-07-23 11:19:12,Étudiant(e),S,Chimie; Physique,SVT,Résoudre des problèmes; Analyser,Rechercher; Faire des expériences; Analyser; Concevoir,Problèmes scientifiques,Expériences,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Technologie; Recherche,Seul ou en équipe,Être utile à la société,EMII,Chercheur,5.0
2026-08-19 16:57:49,Étudiant(e),D,SVT; Mathématiques,SVT; Mathématiques,Analyser; Observer; Expérimenter,Analyser des substances; Mesurer,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique,Régulier,Centre de recherche; Industrie,Laboratoire; Industrie; Recherche; Chimie,En équipe,La pratique professionnelle,ICMP,Technicien qualité,4.0
2026-07-09 14:38:49,Étudiant(e),S,SVT; Chimie,Chimie,Expérimenter; Observer; Manipuler des outils ou équipements; Analyser,Rechercher; Mesurer,Problèmes scientifiques et expérimentaux,Laboratoire; Travaux pratiques,Pratique et théorie,Progressif,Laboratoire; Industrie,Chimie; Environnement; Recherche,Seul ou en équipe,Aimer le domaine étudié,ICMP,Assistant de recherche,2.0
2026-07-20 13:46:36,Étudiant(e),A1,Histoire; Anglais,Français; Histoire,Communiquer; Analyser des textes,Rédiger; Débattre; Faire des recherches,Problèmes juridiques et sociaux,Lectures; Débats,Théorie,Régulier,Administration; Institution publique,Société; Droits humains,Seul ou en équipe,La stabilité professionnelle,DTJA,Conseiller juridique,1.0
2026-08-13 14:59:20,Étudiant(e),S,Informatique; Anglais,Mathématiques; Informatique,Utiliser des outils informatiques; Résoudre des problèmes logiques; Travailler avec des données; Analyser des informations,Analyser des données; Programmer; Créer des applications; Automatiser des tâches,Problèmes logiques et techniques,Programmation,Pratique,Intensif et régulier,Entreprise; Télétravail,Data; Robotique; Intelligence artificielle; Programmation,Seul ou en petite équipe,Les débouchés professionnels,IGGLIA,Data scientifique,5.0
2026-07-27 15:05:28,Professionnel(le),S,Mathématiques; Informatique; Physique,Mathématiques; Informatique,Utiliser des outils informatiques; Analyser des informations,Programmer; Automatiser des tâches; Analyser des données; Créer des applications,Problèmes logiques et techniques,Programmation,Pratique et théorie,Intensif et régulier,Bureau; Télétravail,Programmation; Intelligence artificielle,En équipe,Les débouchés professionnels,IGGLIA,Développeur logiciel,2.0
2026-08-09 07:29:14,Étudiant(e),S,Anglais; Physique; Mathématiques,Informatique; Mathématiques,Analyser des informations; Utiliser des outils informatiques; Travailler avec des données,Créer des applications; Programmer; Analyser des données; Automatiser des tâches,Problèmes logiques et techniques,Travaux dirigés; Programmation,Pratique,Intensif et régulier,Startup,Technologie; Intelligence artificielle; Programmation; Robotique,Seul ou en petite équipe,Travailler dans un secteur innovant,IGGLIA,Analyste cyber-sécurité,5.0
2026-07-08 08:50:30,Étudiant(e),G,Gestion; Économie; Mathématiques,Économie,Calculer; Analyser des données,Faire des calculs; Gérer,Problèmes financiers,Exercices; Travaux pratiques,Pratique et théorie,Intensif et régulier,Entreprise; Cabinet,Gestion; Banque; Audit,Seul,Les perspectives de carrière,FIC,Auditeur,1.0
2026-07-01 17:46:07,Étudiant(e),A2,Philosophie; Français,Philosophie; Histoire,Communiquer; Rédiger; Analyser des textes,Faire des recherches; Lire des documents,Problèmes juridiques et sociaux,Études de cas; Débats,Théorie,Calme et régulier,Institution publique,Justice; Administration; Droit,Seul,Aimer le domaine étudié,AEE,Assistant de recherche,5.0
2026-08-19 13:40:37,Étudiant(e),G,Français; Anglais; Histoire,Anglais,Créer; Communiquer; Rédiger; Présenter,Communiquer; Présenter,Problèmes de communication,Travaux de groupe; Présentations,Pratique,Dynamique,Entreprise,Événementiel; Médias; Publicité; Marketing,En équipe,Développer mes compétences relationnelles,EMP,Chargé marketing,4.0
2026-07-20 16:59:27,Professionnel(le),S,Anglais; Informatique; Physique,Informatique; Mathématiques,Analyser des informations; Résoudre des problèmes logiques; Utiliser des outils informatiques,Programmer; Analyser des données,Problèmes logiques et techniques,Projets pratiques,Pratique,Régulier,Télétravail; Bureau,Technologie; Robotique; Data,En équipe,Travailler dans un secteur innovant,ISAIA,Développeur logiciel,3.0
2026-07-01 08:57:27,Professionnel(le),S,Physique; Informatique; Mathématiques,Mathématiques,Utiliser des outils informatiques; Résoudre des problèmes logiques,Automatiser des tâches; Analyser des données; Programmer; Créer des applications,Problèmes logiques et techniques,Projets pratiques,Pratique,Régulier,Startup; Bureau,Robotique; Data; Intelligence artificielle,Seul ou en petite équipe,Travailler dans un secteur innovant,IGGLIA,Ingénieur IA,4.0
2026-08-20 11:28:45,Étudiant(e),A2,Histoire; Français,Français; Anglais,Communiquer; Créer; Rédiger,Présenter; Créer du contenu; Communiquer,Problèmes de communication,Travaux de groupe; Présentations,Pratique,Dynamique,Studio; Agence,Marketing; Communication; Publicité; Événementiel,En équipe,Développer mes compétences relationnelles,AEE,Ingénieur agronome,4.0
2026-08-24 12:02:00,Étudiant(e),C,Physique; Chimie,SVT; Mathématiques,Analyser; Résoudre des problèmes; Expérimenter; Observer,Faire des expériences; Rechercher; Concevoir; Analyser,Problèmes scientifiques,Recherche; Expériences,Pratique et théorie,Intensif et régulier,Centre de recherche,Technologie; Recherche,Seul ou en équipe,Acquérir une formation solide,EMII,Ingénieur,3.0
2026-08-14 14:14:42,Étudiant(e),S,Mathématiques; Économie; Gestion,Économie,Être rigoureux; Analyser des données,Analyser des comptes; Faire des calculs; Analyser des données,Problèmes financiers,Exercices; Études de cas,Pratique et théorie,Intensif et régulier,Entreprise; Cabinet,Comptabilité; Gestion; Finance,Seul ou en équipe,La stabilité professionnelle,ISAIA,Développeur full-stack,3.0
2026-08-25 10:50:13,Étudiant(e),A1,Histoire; Anglais,Français; Anglais,Présenter; Communiquer,Créer du contenu; Présenter; Communiquer; Organiser des événements,Problèmes de communication,Travaux de groupe,Pratique et théorie,Intensif et régulier,Entreprise; Agence,Communication; Événementiel,En équipe,Développer son réseau professionnel,TEH,Community manager,3.0
2026-07-15 09:37:34,Professionnel(le),G,Gestion; Économie; Français,Mathématiques; Économie,Planifier; Calculer; Analyser des données; Organiser,Planifier; Gérer un projet,Problèmes économiques et organisationnels,Exercices pratiques,Pratique et théorie,Régulier,Administration,Management; Gestion,Seul ou en équipe,Les perspectives de carrière,CAA,Manager,3.0
2026-08-02 08:46:42,Professionnel(le),C,Physique; Mathématiques,Chimie; Mathématiques,Expérimenter; Analyser,Mesurer; Analyser des substances; Rechercher,Problèmes scientifiques et expérimentaux,Laboratoire; Travaux pratiques,Pratique et théorie,Régulier,Centre de recherche; Industrie,Industrie; Chimie; Laboratoire,Seul ou en équipe,La pratique professionnelle,ICMP,Technicien qualité,2.0
2026-07-04 16:06:16,Professionnel(le),G,Histoire; Anglais,Anglais,Présenter; Communiquer; Rédiger,Créer du contenu; Organiser des événements,Problèmes de communication,Travaux de groupe; Présentations,Pratique et théorie,Intensif et régulier,Agence,Communication; Événementiel; Publicité; Marketing,En équipe,Développer mes compétences relationnelles,TEE,Journaliste,1.0
2026-08-23 13:49:43,Étudiant(e),S,Économie; Mathématiques; Français,Économie; Gestion,Analyser des données; Calculer,Organiser; Analyser un marché; Gérer un projet; Planifier,Problèmes économiques et organisationnels,Études de cas; Projets,Pratique et théorie,Régulier,Bureau; Entreprise,Gestion; Économie; Management,Seul ou en équipe,Les débouchés professionnels,IGGLIA,Chef de projet,3.0
2026-07-20 17:53:23,Étudiant(e),A2,Anglais; Français,Anglais,Communiquer; Rédiger; Présenter; Créer,Organiser des événements; Présenter,Problèmes de communication,Travaux de groupe; Présentations,Pratique et théorie,Intensif et régulier,Studio,Marketing; Médias,En équipe,Développer mes compétences relationnelles,PIP,Biologiste,1.0
2026-08-19 17:30:03,Étudiant(e),C,SVT; Chimie; Mathématiques,Mathématiques; Physique,Expérimenter; Analyser; Résoudre des problèmes; Observer,Analyser; Faire des expériences; Concevoir,Problèmes scientifiques,Expériences; Recherche,Pratique et théorie,Régulier,Laboratoire,Recherche; Environnement; Sciences; Technologie,En équipe,Acquérir une formation solide,ESIIA,Chercheur,1.0
